Long;Lat;Commune;group;order
3.4890363636363637;5.3662;LAGUNE EBRIE;11;1207
3.4964454545454546;5.357636363636364;LAGUNE EBRIE;11;1208
3.4966181818181816;5.354345454545455;LAGUNE EBRIE;11;1209
3.499909090909091;5.3471;LAGUNE EBRIE;11;1210
3.504681818181818;5.334581818181818;LAGUNE EBRIE;11;1211
3.503527272727273;5.332118181818182;LAGUNE EBRIE;11;1212
3.4976;5.328490909090909;LAGUNE EBRIE;11;1213
3.494309090909091;5.327009090909091;LAGUNE EBRIE;11;1214
3.494309090909091;5.324209090909091;LAGUNE EBRIE;11;1215
3.4869;5.323881818181818;LAGUNE EBRIE;11;1216
3.4867363636363637;5.325527272727273;LAGUNE EBRIE;11;1217
3.483609090909091;5.328327272727273;LAGUNE EBRIE;11;1218
3.4813;5.328654545454546;LAGUNE EBRIE;11;1219
3.4806454545454546;5.326518181818182;LAGUNE EBRIE;11;1220
3.478009090909091;5.328163636363636;LAGUNE EBRIE;11;1221
3.4755363636363636;5.329318181818182;LAGUNE EBRIE;11;1222
3.4715818181818183;5.328327272727273;LAGUNE EBRIE;11;1223
3.4694454545454545;5.329481818181818;LAGUNE EBRIE;11;1224
3.466809090909091;5.330963636363636;LAGUNE EBRIE;11;1225
3.465818181818182;5.333763636363637;LAGUNE EBRIE;11;1226
3.464672727272727;5.335409090909091;LAGUNE EBRIE;11;1227
3.462527272727273;5.334581818181818;LAGUNE EBRIE;11;1228
3.4600545454545455;5.3357363636363635;LAGUNE EBRIE;11;1229
3.457581818181818;5.333218181818181;LAGUNE EBRIE;11;1230
3.4597272727272728;5.330136363636363;LAGUNE EBRIE;11;1231
3.4633545454545454;5.329645454545455;LAGUNE EBRIE;11;1232
3.464672727272727;5.327836363636363;LAGUNE EBRIE;11;1233
3.4597272727272728;5.3247;LAGUNE EBRIE;11;1234
3.4590727272727273;5.322890909090909;LAGUNE EBRIE;11;1235
3.461209090909091;5.3224;LAGUNE EBRIE;11;1236
3.4638454545454547;5.323554545454545;LAGUNE EBRIE;11;1237
3.465818181818182;5.322236363636364;LAGUNE EBRIE;11;1238
3.4643363636363635;5.321572727272727;LAGUNE EBRIE;11;1239
3.4623636363636363;5.3207545454545455;LAGUNE EBRIE;11;1240
3.458572727272727;5.3197636363636365;LAGUNE EBRIE;11;1241
3.4503454545454546;5.3197636363636365;LAGUNE EBRIE;11;1242
3.443918181818182;5.323218181818182;LAGUNE EBRIE;11;1243
3.4403;5.326845454545454;LAGUNE EBRIE;11;1244
3.439309090909091;5.328818181818182;LAGUNE EBRIE;11;1245
3.4363454545454544;5.3303;LAGUNE EBRIE;11;1246
3.432390909090909;5.330136363636363;LAGUNE EBRIE;11;1247
3.430090909090909;5.327172727272727;LAGUNE EBRIE;11;1248
3.4276181818181817;5.326354545454546;LAGUNE EBRIE;11;1249
3.424818181818182;5.326018181818182;LAGUNE EBRIE;11;1250
3.4218545454545453;5.327009090909091;LAGUNE EBRIE;11;1251
3.4190545454545456;5.328818181818182;LAGUNE EBRIE;11;1252
3.4167545454545456;5.329645454545455;LAGUNE EBRIE;11;1253
3.416418181818182;5.330636363636364;LAGUNE EBRIE;11;1254
3.4144454545454543;5.331781818181819;LAGUNE EBRIE;11;1255
3.4144454545454543;5.3336;LAGUNE EBRIE;11;1256
3.4116454545454546;5.334254545454545;LAGUNE EBRIE;11;1257
3.41;5.336390909090909;LAGUNE EBRIE;11;1258
3.4093454545454547;5.338209090909091;LAGUNE EBRIE;11;1259
3.411481818181818;5.339363636363636;LAGUNE EBRIE;11;1260
3.411318181818182;5.340509090909091;LAGUNE EBRIE;11;1261
3.4088454545454545;5.341172727272728;LAGUNE EBRIE;11;1262
3.409009090909091;5.344627272727273;LAGUNE EBRIE;11;1263
3.4096727272727274;5.3475909090909095;LAGUNE EBRIE;11;1264
3.4108272727272726;5.346772727272727;LAGUNE EBRIE;11;1265
3.4093454545454547;5.348745454545455;LAGUNE EBRIE;11;1266
3.408518181818182;5.353518181818182;LAGUNE EBRIE;11;1267
3.4083545454545456;5.356809090909091;LAGUNE EBRIE;11;1268
3.4083545454545456;5.356809090909091;LAGUNE EBRIE;11;1269
3.4063818181818184;5.3569818181818185;LAGUNE EBRIE;11;1270
3.4035818181818183;5.357472727272727;LAGUNE EBRIE;11;1271
3.4017636363636363;5.356318181818182;LAGUNE EBRIE;11;1272
3.4027545454545454;5.353190909090909;LAGUNE EBRIE;11;1273
3.403081818181818;5.348745454545455;LAGUNE EBRIE;11;1274
3.4009454545454547;5.345118181818182;LAGUNE EBRIE;11;1275
3.4034181818181817;5.344954545454545;LAGUNE EBRIE;11;1276
3.4034181818181817;5.343472727272728;LAGUNE EBRIE;11;1277
3.400618181818182;5.341827272727273;LAGUNE EBRIE;11;1278
3.4012727272727274;5.340345454545455;LAGUNE EBRIE;11;1279
3.400618181818182;5.338209090909091;LAGUNE EBRIE;11;1280
3.4027545454545454;5.337872727272727;LAGUNE EBRIE;11;1281
3.4017636363636363;5.3359;LAGUNE EBRIE;11;1282
3.403909090909091;5.333427272727273;LAGUNE EBRIE;11;1283
3.4058818181818182;5.330463636363636;LAGUNE EBRIE;11;1284
3.4078636363636363;5.3303;LAGUNE EBRIE;11;1285
3.409590909090909;5.328054545454545;LAGUNE EBRIE;11;1286
3.4098363636363636;5.326354545454546;LAGUNE EBRIE;11;1287
3.4086818181818184;5.325036363636364;LAGUNE EBRIE;11;1288
3.4057181818181816;5.325363636363637;LAGUNE EBRIE;11;1289
3.3994636363636364;5.3275;LAGUNE EBRIE;11;1290
3.3978727272727274;5.3291818181818185;LAGUNE EBRIE;11;1291
3.3965;5.330636363636364;LAGUNE EBRIE;11;1292
3.3909;5.329645454545455;LAGUNE EBRIE;11;1293
3.386290909090909;5.329972727272727;LAGUNE EBRIE;11;1294
3.3863545454545454;5.3299;LAGUNE EBRIE;11;1295
3.382018181818182;5.266290909090909;ILE BOULEY;12;1296
3.387081818181818;5.267036363636364;ILE BOULEY;12;1297
3.388318181818182;5.269018181818182;ILE BOULEY;12;1298
3.388318181818182;5.272472727272727;ILE BOULEY;12;1299
3.390290909090909;5.2732090909090905;ILE BOULEY;12;1300
3.393009090909091;5.272227272727273;ILE BOULEY;12;1301
3.396709090909091;5.267281818181818;ILE BOULEY;12;1302
3.3984454545454543;5.263827272727273;ILE BOULEY;12;1303
3.398690909090909;5.260618181818182;ILE BOULEY;12;1304
3.398690909090909;5.257654545454545;ILE BOULEY;12;1305
3.3969636363636364;5.254690909090909;ILE BOULEY;12;1306
3.3957272727272727;5.2537;ILE BOULEY;12;1307
3.394;5.255672727272727;ILE BOULEY;12;1308
3.3920181818181816;5.257154545454545;ILE BOULEY;12;1309
3.391036363636364;5.259381818181819;ILE BOULEY;12;1310
3.3905363636363637;5.260863636363636;ILE BOULEY;12;1311
3.3898;5.2616;ILE BOULEY;12;1312
3.3885636363636364;5.262590909090909;ILE BOULEY;12;1313
3.382018181818182;5.2638181818181815;ILE BOULEY;12;1314
3.382018181818182;5.265545454545455;ILE BOULEY;12;1315
3.382018181818182;5.265545454545455;ILE BOULEY;12;1316
3.382018181818182;5.266290909090909;ILE BOULEY;12;1317
3.4021454545454546;5.267781818181819;ILE BOULEY;12;1318
3.409309090909091;5.268272727272727;ILE BOULEY;12;1319
3.4100545454545457;5.271236363636364;ILE BOULEY;12;1320
3.4098;5.273463636363636;ILE BOULEY;12;1321
3.412518181818182;5.271236363636364;ILE BOULEY;12;1322
3.415481818181818;5.268763636363636;ILE BOULEY;12;1323
3.417709090909091;5.269018181818182;ILE BOULEY;12;1324
3.419436363636364;5.27;ILE BOULEY;12;1325
3.4182;5.273709090909091;ILE BOULEY;12;1326
3.4187;5.274690909090909;ILE BOULEY;12;1327
3.421909090909091;5.272963636363636;ILE BOULEY;12;1328
3.4231454545454545;5.270745454545454;ILE BOULEY;12;1329
3.4293181818181817;5.271727272727273;ILE BOULEY;12;1330
3.4293181818181817;5.277663636363636;ILE BOULEY;12;1331
3.432281818181818;5.280127272727273;ILE BOULEY;12;1332
3.4345;5.278154545454545;ILE BOULEY;12;1333
3.4357363636363636;5.2742;ILE BOULEY;12;1334
3.4377181818181817;5.2719818181818185;ILE BOULEY;12;1335
3.4406818181818184;5.2719818181818185;ILE BOULEY;12;1336
3.4426545454545456;5.272472727272727;ILE BOULEY;12;1337
3.4421636363636363;5.274690909090909;ILE BOULEY;12;1338
3.441663636363636;5.276427272727273;ILE BOULEY;12;1339
3.4434;5.2774090909090905;ILE BOULEY;12;1340
3.4441363636363636;5.278154545454545;ILE BOULEY;12;1341
3.446609090909091;5.276427272727273;ILE BOULEY;12;1342
3.449072727272727;5.272472727272727;ILE BOULEY;12;1343
3.4525363636363635;5.272718181818182;ILE BOULEY;12;1344
3.456981818181818;5.272718181818182;ILE BOULEY;12;1345
3.4619181818181817;5.272227272727273;ILE BOULEY;12;1346
3.4631545454545454;5.275681818181818;ILE BOULEY;12;1347
3.4651272727272726;5.276918181818182;ILE BOULEY;12;1348
3.469581818181818;5.276918181818182;ILE BOULEY;12;1349
3.4705636363636363;5.276427272727273;ILE BOULEY;12;1350
3.4745181818181816;5.276427272727273;ILE BOULEY;12;1351
3.476990909090909;5.275681818181818;ILE BOULEY;12;1352
3.476990909090909;5.272472727272727;ILE BOULEY;12;1353
3.4802;5.272227272727273;ILE BOULEY;12;1354
3.4777272727272726;5.270245454545455;ILE BOULEY;12;1355
3.4747636363636363;5.268763636363636;ILE BOULEY;12;1356
3.4720454545454547;5.270245454545455;ILE BOULEY;12;1357
3.469581818181818;5.270745454545454;ILE BOULEY;12;1358
3.4678454545454547;5.270745454545454;ILE BOULEY;12;1359
3.4671090909090907;5.272227272727273;ILE BOULEY;12;1360
3.4639;5.270245454545455;ILE BOULEY;12;1361
3.461181818181818;5.269018181818182;ILE BOULEY;12;1362
3.4609363636363635;5.2675363636363635;ILE BOULEY;12;1363
3.4577181818181817;5.267036363636364;ILE BOULEY;12;1364
3.4555;5.2667909090909095;ILE BOULEY;12;1365
3.454018181818182;5.2667909090909095;ILE BOULEY;12;1366
3.4503090909090908;5.2663;ILE BOULEY;12;1367
3.449072727272727;5.2658;ILE BOULEY;12;1368
3.447590909090909;5.267281818181818;ILE BOULEY;12;1369
3.4453727272727273;5.267036363636364;ILE BOULEY;12;1370
3.444381818181818;5.268027272727273;ILE BOULEY;12;1371
3.4419181818181817;5.2667909090909095;ILE BOULEY;12;1372
3.439690909090909;5.269018181818182;ILE BOULEY;12;1373
3.4379636363636363;5.268518181818182;ILE BOULEY;12;1374
3.4362363636363638;5.2667909090909095;ILE BOULEY;12;1375
3.4357363636363636;5.264318181818182;ILE BOULEY;12;1376
3.4337636363636364;5.265554545454545;ILE BOULEY;12;1377
3.432281818181818;5.2663;ILE BOULEY;12;1378
3.4308;5.2667909090909095;ILE BOULEY;12;1379
3.428827272727273;5.267036363636364;ILE BOULEY;12;1380
3.4268454545454547;5.267281818181818;ILE BOULEY;12;1381
3.424627272727273;5.267281818181818;ILE BOULEY;12;1382
3.421909090909091;5.267281818181818;ILE BOULEY;12;1383
3.4199272727272727;5.267281818181818;ILE BOULEY;12;1384
3.4187;5.267281818181818;ILE BOULEY;12;1385
3.4159818181818182;5.267281818181818;ILE BOULEY;12;1386
3.413509090909091;5.266545454545454;ILE BOULEY;12;1387
3.413018181818182;5.2663;ILE BOULEY;12;1388
3.4098;5.2663;ILE BOULEY;12;1389
3.4075818181818183;5.266054545454545;ILE BOULEY;12;1390
